iter	Logloss
0	0.6028475179
1	0.5195794179
2	0.4539332683
3	0.395143061
4	0.3508130628
5	0.3060074341
6	0.276251415
7	0.2492558011
8	0.2297103642
9	0.2106530146
10	0.1942306762
11	0.1793438616
12	0.1680355336
13	0.1573035593
14	0.1492420588
15	0.1419729745
16	0.1351387992
17	0.128821452
18	0.123725628
19	0.1194535191
20	0.1160708182
21	0.1126268384
22	0.1077507596
23	0.1043868578
24	0.1023113537
25	0.1002974075
26	0.09842950832
27	0.09671510417
28	0.09494348375
29	0.09368842629
30	0.0909542801
31	0.08891432676
32	0.0872420714
33	0.08587097481
34	0.08445956742
35	0.08284900367
36	0.08196566839
37	0.08047610261
38	0.07941649973
39	0.07698145612
40	0.07621167407
41	0.07467166091
42	0.07287557711
43	0.07126082338
44	0.07052653439
45	0.06985822928
46	0.06920630077
47	0.06837521902
48	0.06748373058
49	0.06697544675
50	0.06635215887
51	0.06517618179
52	0.06414291849
53	0.06367871458
54	0.06319813541
55	0.06276975794
56	0.06219267552
57	0.06158076692
58	0.06119128787
59	0.06067397662
60	0.05989134015
61	0.05956707483
62	0.05904078457
63	0.05868872357
64	0.05827994207
65	0.05796390002
66	0.05732518177
67	0.05642458472
68	0.05535966363
69	0.05519927032
70	0.05483087689
71	0.05432083535
72	0.05389357496
73	0.05366261532
74	0.05293768802
75	0.05239245479
76	0.05186016763
77	0.05076356767
78	0.05047481862
79	0.05016743117
80	0.049797372
81	0.04944590516
82	0.0488190939
83	0.04821569701
84	0.047742758
85	0.04747462581
86	0.04706699263
87	0.0465136853
88	0.04631767324
89	0.04614062049
90	0.04571676152
91	0.04547225618
92	0.04533397799
93	0.04501879453
94	0.04470983713
95	0.04452272586
96	0.04437360866
97	0.04408732402
98	0.04361201224
99	0.04332192911
100	0.04309890276
101	0.04283168806
102	0.04248584782
103	0.04238765218
104	0.04215797048
105	0.04188835215
106	0.04174570914
107	0.04159597716
108	0.04142957548
109	0.04097523981
110	0.04083513325
111	0.04038055799
112	0.04025915287
113	0.04010820901
114	0.0399788299
115	0.03984613417
116	0.03963027782
117	0.03936876586
118	0.03920694161
119	0.03892122438
120	0.03875280734
121	0.03866183143
122	0.03840034676
123	0.03815147006
124	0.03792088367
125	0.03781352911
126	0.03756396375
127	0.037377895
128	0.03720444558
129	0.03691885072
130	0.0366845815
131	0.03650109957
132	0.03632843782
133	0.03624960342
134	0.03597845406
135	0.03579372139
136	0.03570045041
137	0.0354188664
138	0.03531577426
139	0.03515739521
140	0.03472207954
141	0.03464347821
142	0.03453364433
143	0.03434966641
144	0.0342221577
145	0.03401997287
146	0.03369617256
147	0.03342245262
148	0.03314866064
149	0.03306012932
150	0.03296509258
151	0.03289444313
152	0.03281329637
153	0.03255653681
154	0.03239322465
155	0.03219265718
156	0.03193330422
157	0.03173401424
158	0.03161927815
159	0.03147946511
160	0.03130526806
161	0.03123276562
162	0.0310604517
163	0.03098725555
164	0.03078784763
165	0.03067117769
166	0.03061108067
167	0.03044226563
168	0.03029359319
169	0.02999085665
170	0.02993383069
171	0.02982027583
172	0.02967349429
173	0.02953562352
174	0.02947862988
175	0.02934096507
176	0.02921345411
177	0.0290669899
178	0.02871751159
179	0.02854306157
180	0.02838098559
181	0.02828243384
182	0.02814902105
183	0.02806905112
184	0.02799891697
185	0.02794708285
186	0.02789198791
187	0.02769223066
188	0.02753640844
189	0.02742122942
190	0.02730736553
191	0.02727627974
192	0.02704421432
193	0.02692098593
194	0.02661252425
195	0.02656960099
196	0.02633155999
197	0.02617154813
198	0.0260752508
199	0.02596967392
200	0.02590703035
201	0.02574651843
202	0.0255888456
203	0.02547184318
204	0.0254142935
205	0.0253711905
206	0.02528012549
207	0.02522481606
208	0.02512068721
209	0.02507973517
210	0.02505406703
211	0.02495759249
212	0.02490619041
213	0.02484037011
214	0.02468597127
215	0.0246327294
216	0.02450178486
217	0.02440929559
218	0.02432512932
219	0.02424351665
220	0.02413111229
221	0.02408559374
222	0.02400610565
223	0.02384423933
224	0.02381139851
225	0.0237045481
226	0.02361786494
227	0.02358290483
228	0.02350415606
229	0.02345526054
230	0.02336082979
231	0.02324885324
232	0.02316900693
233	0.02309510163
234	0.02296486479
235	0.02292908693
236	0.02290046445
237	0.02283355276
238	0.0227486231
239	0.02271416801
240	0.02264232114
241	0.02260321964
242	0.02252222796
243	0.02248910411
244	0.02240698686
245	0.02237031837
246	0.02223340319
247	0.02220275675
248	0.02212288451
249	0.02202929231
250	0.02194735173
251	0.02191153507
252	0.0218356102
253	0.02175943149
254	0.02171497363
255	0.02159838715
256	0.02157924659
257	0.02155449963
258	0.02136806431
259	0.0212590136
260	0.02121146316
261	0.02116236089
262	0.02109354991
263	0.02099613806
264	0.02097016729
265	0.0209384028
266	0.02087651966
267	0.02077409456
268	0.0206302424
269	0.02057863745
270	0.02053241531
271	0.02035674775
272	0.02025981013
273	0.020196326
274	0.02009882364
275	0.02001490585
276	0.01989574925
277	0.01983762601
278	0.01980681704
279	0.01968098681
280	0.01962134906
281	0.01958954542
282	0.01953488765
283	0.01947044017
284	0.01943726446
285	0.01938302697
286	0.01932041214
287	0.01929671455
288	0.01928422077
289	0.01924725089
290	0.01912413697
291	0.01905821498
292	0.01893518847
293	0.01887539707
294	0.01879665946
295	0.01877385044
296	0.01866723464
297	0.01856736482
298	0.01851613118
299	0.01842661311
300	0.01836218114
301	0.0183402397
302	0.01829115828
303	0.01814231919
304	0.01810678666
305	0.01800929185
306	0.01792584556
307	0.01790048777
308	0.01785685621
309	0.01784329524
310	0.01781912647
311	0.01778124157
312	0.01776977501
313	0.01773215407
314	0.01769372646
315	0.01766351388
316	0.01763866214
317	0.01758835082
318	0.01753344652
319	0.01748619649
320	0.01746612489
321	0.01742590277
322	0.01739221796
323	0.01734509656
324	0.01730382702
325	0.01726479237
326	0.01725371477
327	0.01722206962
328	0.01717985286
329	0.0171191975
330	0.017057575
331	0.01700805653
332	0.016990485
333	0.01687724025
334	0.01680435496
335	0.01675060605
336	0.01670086488
337	0.01666498484
338	0.01658362306
339	0.01655725612
340	0.01653467329
341	0.01652381786
342	0.01644318255
343	0.0164279895
344	0.01639550618
345	0.01635347006
346	0.01632227887
347	0.0162521299
348	0.01621093533
349	0.01618420527
350	0.01612331744
351	0.01609270293
352	0.01605546634
353	0.01602588684
354	0.01595507753
355	0.01586376341
356	0.01582071956
357	0.01576407557
358	0.01574754007
359	0.0157344827
360	0.01571094044
361	0.01569438471
362	0.01564261527
363	0.01559926142
364	0.01557708114
365	0.01553463597
366	0.01551006177
367	0.01549173161
368	0.01545198696
369	0.01541179706
370	0.01535377181
371	0.01530520702
372	0.01527628162
373	0.01521920052
374	0.01518985947
375	0.01516220232
376	0.01514269352
377	0.01512343132
378	0.01504631342
379	0.0150023893
380	0.01495713754
381	0.01491739684
382	0.01485706565
383	0.01484039632
384	0.01481710115
385	0.01480670771
386	0.01479682493
387	0.01473999949
388	0.01472010935
389	0.01469705808
390	0.01466715646
391	0.01465018762
392	0.0146051616
393	0.01458373268
394	0.01456982867
395	0.0145333998
396	0.01450116792
397	0.01447930367
398	0.01443265776
399	0.01440854826
400	0.01438132698
